"Asset No","SAP Ref. No","Invoice No","Asset Name",Category,Type,Status,"Serial No",Make,Model,"Pur Value","Pur Date","Pur From","PO No","User Full Name",Department,Division,Factory,Site,N.Username,"Part Name","Mother Board",Processor,Speed,SSD,HDD,RAM,Network,"Mac Address","Total Cost",OS,"Last Rebuild",Bag,OEM,"OEM Serial",Remark
BD-04501,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RQX,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04502,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RW2,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04503,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RXG,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04504,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RZ5,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04505,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RZQ,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04506,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RZS,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04507,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RZV,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04508,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S0K,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04509,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S18,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04509,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S18,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04509,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S18,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04509,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S18,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04510,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S1H,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04511,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S1Q,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04512,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S28,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04513,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S3F,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04514,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RL9,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04515,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RRB,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04516,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RV4,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04517,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RVZ,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04518,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RXF,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04519,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350RZW,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04520,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S01,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04521,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S0M,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04522,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S1Z,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04523,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S2H,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04524,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S37,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04525,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S3B,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04526,0,EITORD2025001640,,Computer,Laptop,Stock,5CG5350S3M,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04527,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350RQL,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04527,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350RQL,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04528,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350RZF,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04528,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350RZF,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04529,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350S11,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04530,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350S1S,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04531,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350S27,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04532,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350S2D,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04533,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350S2M,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04534,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350S46,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04535,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350RL5,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04536,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350RMC,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04537,0,EITORD2025001641,,Computer,Laptop,Stock,5CG5350RMG,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000221,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04538,0,EITORD2025001642,,Computer,Laptop,Stock,5CG5350RL1,HP,14-EP0202NIA,75800,2025-12-24,"Eastern IT",DBO5000224,,MIS,LWR,SIL,SDL,,C7VM0EA#BH5,14-EP0202NIA,"Intel (R) Core i5-1334U",4.6,512,,16384,"WiFi  6 Only",,75800,"Windows 11 Pro",,,,"Windows 11 Pro",
BD-04539,0,EITORD2025001640,,Computer,Laptop,Stock,5CD5269K0Q,HP,"Probook 440 G10",110000,2025-12-24,"Eastern IT",SDL2000661,,MIS,LWR,SIL,SDL,,,"Probook 440 G10","Intel (R) Core i7-1335U",5.0,512,,32768,"WiFi & LAN",,110000,"Windows 11 Pro",,,"Windows 11 Pro",8DFFT-N34CQ-HJM82-67CT3-49CKG,
BD-04544,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C52P,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04545,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C52T,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04546,0,EITORD2025001644,SDLD646,Computer,Desktop,Stock,4CE520C4V1,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-08,,"WIN 11 Pro",NXWVW-X7H6G-F6XW9-MP7WC-TMT6T,
BD-04547,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5DQ,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04548,0,EITORD2025001644,SDLD648,Computer,Desktop,Stock,4CE520C5DF,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",K48B6VJNW3-CCTRG-324R8-F3KTT,
BD-04549,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C51R,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04550,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C532,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04551,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5BB,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04552,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5GV,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04553,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C52V,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04554,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5HT,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04555,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5GF,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04556,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5PX,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04556,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5PX,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04556,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5F9,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04556,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5F9,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04557,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5F9,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04558,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5DY,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04559,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5G5,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04560,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5GQ,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04561,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5HB,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04562,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5M7,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04563,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5V9,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04564,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C60N,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04565,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C61Y,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04566,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C63Q,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04567,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C4S7,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
